chunk_id,embedding_text,description_short,description_full,section_title,work_category,rate,unit_norm,qty,source_file,sheet_name,rate_per_unit_label,est_tokens
628d2847551a4b46604c9f7f4a27ef36,"WORK: special_works
ITEM: 1""
SECTION: Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc.
UNIT: rft","1""","Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc. | 1""","Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc.",special_works,680.0,rft,280.0,BOQ - 03 .xlsx,HVAC - BOQ ,Rs. 680 per rft,69.5
9cf83b67928b571ee82e24d19278fd96,"WORK: special_works
ITEM: 1 1/4""
SECTION: Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc.
UNIT: rft","1 1/4""","Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc. | 1 1/4""","Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc.",special_works,875.0,rft,150.0,BOQ - 03 .xlsx,HVAC - BOQ ,Rs. 875 per rft,70.5
3677ea1059743c16e0ef9d0ce0af47fa,"WORK: special_works
ITEM: 1 1/2""
SECTION: Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc.
UNIT: rft","1 1/2""","Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc. | 1 1/2""","Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc.",special_works,980.0,rft,100.0,BOQ - 03 .xlsx,HVAC - BOQ ,Rs. 980 per rft,70.5
4da94e395e397932524007fce6f2f459,"WORK: special_works
ITEM: 2""
SECTION: Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc.
UNIT: rft","2""","Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc. | 2""","Supply and installation of E-Class UPVC piping &  fittings along with 1/4"" thick polyethylene insulation (Jumbolon) covered with PVC taping for condensate drain piping, including hangers, anchor bolts, rubber vibration mounts etc.",special_works,1085.0,rft,180.0,BOQ - 03 .xlsx,HVAC - BOQ ,"Rs. 1,085 per rft",69.5
dc585006a7d7d1dc492effe359925d02,"WORK: special_works
ITEM: 4.5 Ft Wide
SECTION: Supply, Installation, testing and commissioning of air curtain (remote control operated), along with all fitting, connections, control, stand for hanging etc. complete in all respects ready to operate as per drawings and as per instruction of Engineer. ''10ft throw''
UNIT: nos",4.5 Ft Wide,"Supply, Installation, testing and commissioning of air curtain (remote control operated), along with all fitting, connections, control, stand for hanging etc. complete in all respects ready to operate as per drawings and as per instruction of Engineer. ''10ft throw'' | 4.5 Ft Wide","Supply, Installation, testing and commissioning of air curtain (remote control operated), along with all fitting, connections, control, stand for hanging etc. complete in all respects ready to operate as per drawings and as per instruction of Engineer. ''10ft throw''",special_works,250000.0,nos,1.0,BOQ - 03 .xlsx,HVAC - BOQ ,"Rs. 250,000 per nos",81.0
481057bf812252fa7466fb8a38226128,"WORK: special_works
ITEM: Related civil works including (wall/slab cutting, patching, plastering etc.) and construction of equipment foundation.
SECTION: Supply, Installation, testing and commissioning of air curtain (remote control operated), along with all fitting, connections, control, stand for hanging etc. complete in all respects ready to operate as per drawings and as per instruction of Engineer. ''10ft throw''
UNIT: job","Related civil works including (wall/slab cutting, patching, plastering etc.) and construction of equipment foundation.","Supply, Installation, testing and commissioning of air curtain (remote control operated), along with all fitting, connections, control, stand for hanging etc. complete in all respects ready to operate as per drawings and as per instruction of Engineer. ''10ft throw'' | Related civil works including (wall/slab cutting, patching, plastering etc.) and construction of equipment foundation.","Supply, Installation, testing and commissioning of air curtain (remote control operated), along with all fitting, connections, control, stand for hanging etc. complete in all respects ready to operate as per drawings and as per instruction of Engineer. ''10ft throw''",special_works,125000.0,job,1.0,BOQ - 03 .xlsx,HVAC - BOQ ,"Rs. 125,000 per job",107.75
676b0e75471a4e8be70b4122516af3d5,"WORK: special_works
ITEM: Hall Floor Tile Material
SPEC: Providing of the Tile Material for the Hall Area complete in all respects as per the instruction of the Client 
(Base Rate of Tile 2' x 2' @ 1800/- Per Sq. Mtr)
SECTION: Hall Floor Tile Material
UNIT: mtr",Hall Floor Tile Material,"Providing of the Tile Material for the Hall Area complete in all respects as per the instruction of the Client 
(Base Rate of Tile 2' x 2' @ 1800/- Per Sq. Mtr) | Hall Floor Tile Material",Hall Floor Tile Material,special_works,1800.0,mtr,880.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 1,800 per mtr",65.25
e6a7624663640a193ea25ef542f17cdf,"WORK: special_works
ITEM: Wall and Floor Tile Material
SPEC: Providing of the Tile Material for the Washroom Walls and Floor complete in all respects as per the instruction of the Client.
SECTION: Bathroom Wall & Floor Tile
UNIT: ls",Wall and Floor Tile Material,Bathroom Wall & Floor Tile — Providing of the Tile Material for the Washroom Walls and Floor complete in all respects as per the instruction of the Client. | Wall and Floor Tile Material,Bathroom Wall & Floor Tile,special_works,300000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 300,000 per ls",58.0
e8a93545abc6b2a2aa221aa72fb433b2,"WORK: special_works
ITEM: Tropical Granite for Stair Steps
SPEC: Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client.
SECTION: Marble at Entrance & Stair Steps
UNIT: sft",Tropical Granite for Stair Steps,Marble at Entrance & Stair Steps — Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client. | Tropical Granite for Stair Steps,Marble at Entrance & Stair Steps,special_works,280.0,sft,1660.0,BOQ - 05 .xlsx,Interior BOQ,Rs. 280 per sft,59.0
b3ffae2185698c24823606892aed993b,"WORK: special_works
ITEM: Pradesio Granite at Main Entrance
SPEC: Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client.
SECTION: Marble at Entrance & Stair Steps
UNIT: sft",Pradesio Granite at Main Entrance,Marble at Entrance & Stair Steps — Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client. | Pradesio Granite at Main Entrance,Marble at Entrance & Stair Steps,special_works,625.0,sft,310.0,BOQ - 05 .xlsx,Interior BOQ,Rs. 625 per sft,59.25
cef1aabeb3645327045637e2b2d46a26,"WORK: special_works
ITEM: Badal Marble
SPEC: Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client.
SECTION: Marble at Entrance & Stair Steps
UNIT: sft",Badal Marble,Marble at Entrance & Stair Steps — Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client. | Badal Marble,Marble at Entrance & Stair Steps,special_works,75.0,sft,1750.0,BOQ - 05 .xlsx,Interior BOQ,Rs. 75 per sft,54.0
9e725797ba49a2ffde88eca93a15050f,"WORK: special_works
ITEM: Top Roof Marble
SPEC: Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client.
SECTION: Marble at Entrance & Stair Steps
UNIT: sft",Top Roof Marble,Marble at Entrance & Stair Steps — Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client. | Top Roof Marble,Marble at Entrance & Stair Steps,special_works,65.0,sft,1600.0,BOQ - 05 .xlsx,Interior BOQ,Rs. 65 per sft,54.75
a94972796805f5818d61af6c9a85775d,"WORK: special_works
ITEM: Carriage
SPEC: Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client.
SECTION: Marble at Entrance & Stair Steps
UNIT: ls",Carriage,Marble at Entrance & Stair Steps — Providing of the Marble at Entrance Area and Stair Steps complete in all respects as per the instruction of the Client. | Carriage,Marble at Entrance & Stair Steps,special_works,21000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 21,000 per ls",52.75
87e96f6b54b58382f828d3d564d315ec,"WORK: special_works
ITEM: Cement
SPEC: Fixing of the Tile and Marble including cement & Tile Bond complete in all respects as per the instruction of the Client.
SECTION: Fixing of Tile and Marble
UNIT: bags",Cement,Fixing of Tile and Marble — Fixing of the Tile and Marble including cement & Tile Bond complete in all respects as per the instruction of the Client. | Cement,Fixing of Tile and Marble,special_works,1240.0,bags,1100.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 1,240 per bags",51.5
988b109795b48b45b087c4599af44efb,"WORK: special_works
ITEM: Sand
SPEC: Fixing of the Tile and Marble including cement & Tile Bond complete in all respects as per the instruction of the Client.
SECTION: Fixing of Tile and Marble
UNIT: ls",Sand,Fixing of Tile and Marble — Fixing of the Tile and Marble including cement & Tile Bond complete in all respects as per the instruction of the Client. | Sand,Fixing of Tile and Marble,special_works,84000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 84,000 per ls",50.5
29e0473f559e3429f68d729a5c9c7e12,"WORK: special_works
ITEM: Tile Bond
SPEC: Fixing of the Tile and Marble including cement & Tile Bond complete in all respects as per the instruction of the Client.
SECTION: Fixing of Tile and Marble
UNIT: bags",Tile Bond,Fixing of Tile and Marble — Fixing of the Tile and Marble including cement & Tile Bond complete in all respects as per the instruction of the Client. | Tile Bond,Fixing of Tile and Marble,special_works,680.0,bags,700.0,BOQ - 05 .xlsx,Interior BOQ,Rs. 680 per bags,52.25
6e107541b1ec3e26c0dc298c111dd817,"WORK: special_works
ITEM: Fixing of the Tile and Marble
SPEC: Fixing of the Tile and Marble including cement & Tile Bond complete in all respects as per the instruction of the Client.
SECTION: Fixing of Tile and Marble
UNIT: ls",Fixing of the Tile and Marble,Fixing of Tile and Marble — Fixing of the Tile and Marble including cement & Tile Bond complete in all respects as per the instruction of the Client. | Fixing of the Tile and Marble,Fixing of Tile and Marble,special_works,1200000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 1,200,000 per ls",56.75
0a56a9f7959aa187f342f0c4ee882b38,"WORK: special_works
ITEM: Door Frame
SPEC: Providing of the Wooden Doors complete in all respects as per the instruction of the Client.
SECTION: Wooden Doors
UNIT: ls",Door Frame,Wooden Doors — Providing of the Wooden Doors complete in all respects as per the instruction of the Client. | Door Frame,Wooden Doors,special_works,204000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 204,000 per ls",41.5
05e96d10fa1b4b47f666ec9ac5d4e1b8,"WORK: special_works
ITEM: Wooden Doors
SPEC: Providing of the Wooden Doors complete in all respects as per the instruction of the Client.
SECTION: Wooden Doors
UNIT: nos",Wooden Doors,Providing of the Wooden Doors complete in all respects as per the instruction of the Client. | Wooden Doors,Wooden Doors,special_works,20000.0,nos,26.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 20,000 per nos",42.25
0dd8073ba59cb02d4bdc385dc8503a1d,"WORK: special_works
ITEM: Door Locks
SPEC: Providing of the Wooden Doors complete in all respects as per the instruction of the Client.
SECTION: Wooden Doors
UNIT: nos",Door Locks,Wooden Doors — Providing of the Wooden Doors complete in all respects as per the instruction of the Client. | Door Locks,Wooden Doors,special_works,2500.0,nos,26.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 2,500 per nos",41.75
ad3004df9154d12fb5c6f0b5a26c4f40,"WORK: special_works
ITEM: Tower Bolt
SPEC: Providing of the Wooden Doors complete in all respects as per the instruction of the Client.
SECTION: Wooden Doors
UNIT: ls",Tower Bolt,Wooden Doors — Providing of the Wooden Doors complete in all respects as per the instruction of the Client. | Tower Bolt,Wooden Doors,special_works,10000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 10,000 per ls",41.5
7e147afdbdda6218660d785dce7554d9,"WORK: special_works
ITEM: Kitchen Cabinets
SPEC: Providing of the Kitchen Cabinets complete in all respects as per the instruction of the Client.
SECTION: Kitchen Cabinets
UNIT: nos",Kitchen Cabinets,Providing of the Kitchen Cabinets complete in all respects as per the instruction of the Client. | Kitchen Cabinets,Kitchen Cabinets,special_works,22000.0,nos,6.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 22,000 per nos",45.25
fd83aa9340cd09f7e12401d3fcb3fe86,"WORK: special_works
ITEM: Nail, Screw and Glue
SPEC: Providing of the Kitchen Cabinets complete in all respects as per the instruction of the Client.
SECTION: Kitchen Cabinets
UNIT: ls","Nail, Screw and Glue","Kitchen Cabinets — Providing of the Kitchen Cabinets complete in all respects as per the instruction of the Client. | Nail, Screw and Glue",Kitchen Cabinets,special_works,30000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 30,000 per ls",46.0
5bd3a53b6e1ad473392d1c521f6e1861,"WORK: special_works
ITEM: Fixing of the Wooden Doors and Kitchen Cabinets complete in all respects as per the instruction of the Client.
SECTION: Fixing of the Doors and Kitchen Cabinets
UNIT: ls",Fixing of the Wooden Doors and Kitchen Cabinets complete in all respects as per the instruction of the Client.,Fixing of the Doors and Kitchen Cabinets | Fixing of the Wooden Doors and Kitchen Cabinets complete in all respects as per the instruction of the Client.,Fixing of the Doors and Kitchen Cabinets,special_works,216000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 216,000 per ls",48.75
d0df3c319b95b2751015f809d06b69d4,"WORK: special_works
ITEM: Fixed Glazing
SPEC: Providing and Fixing of the Fixed Glazing with Some Portion Openable complete in all respects as per the instruction of Client.
SECTION: FIXED GLAZING
UNIT: sft",Fixed Glazing,FIXED GLAZING — Providing and Fixing of the Fixed Glazing with Some Portion Openable complete in all respects as per the instruction of Client. | Fixed Glazing,FIXED GLAZING,special_works,1150.0,sft,1850.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 1,150 per sft",51.5
33832b2c79562e9e4b5a8182aded13bb,"WORK: special_works
ITEM: POP Ceiling
SPEC: Providing and Fixing of the POP Ceiling complete in all respects as per the instruction of the Client.
SECTION: POP CEILING
UNIT: sft",POP Ceiling,POP CEILING — Providing and Fixing of the POP Ceiling complete in all respects as per the instruction of the Client. | POP Ceiling,POP CEILING,special_works,85.0,sft,9744.0,BOQ - 05 .xlsx,Interior BOQ,Rs. 85 per sft,44.25
aa5d877abb0402420879923d02cab170,"WORK: special_works
ITEM: Paint Work with Labor
SPEC: Providing and Applying of the Paint work complete in all respects as per the instruction of the Client.
SECTION: PAINT WORKS
UNIT: ls",Paint Work with Labor,PAINT WORKS — Providing and Applying of the Paint work complete in all respects as per the instruction of the Client. | Paint Work with Labor,PAINT WORKS,special_works,1300000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 1,300,000 per ls",46.75
8bf066a360964d747e472c436cdf8a19,"WORK: special_works
ITEM: Providing and Applying of the Water Proofing on the External Sides of the Building complete in all respects as per the instruction of the Client.
SECTION: Water Proofing of the Building (3 Sides)
UNIT: ls",Providing and Applying of the Water Proofing on the External Sides of the Building complete in all respects as per the instruction of the Client.,Water Proofing of the Building (3 Sides) | Providing and Applying of the Water Proofing on the External Sides of the Building complete in all respects as per the instruction of the Client.,Water Proofing of the Building (3 Sides),special_works,200000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 200,000 per ls",57.5
0cdd75275be1b069dcce43cbd9b5b2de,"WORK: special_works
ITEM: Providing and Applying of the Rockwall on the Façade complete in all respects as per the instruction of the Client.
SECTION: Rockwall Front Elevation
UNIT: ls",Providing and Applying of the Rockwall on the Façade complete in all respects as per the instruction of the Client.,Rockwall Front Elevation | Providing and Applying of the Rockwall on the Façade complete in all respects as per the instruction of the Client.,Rockwall Front Elevation,special_works,120000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 120,000 per ls",46.0
f697db4bedb2fc1c169c7127c2876938,"WORK: special_works
ITEM: Providing and Fixing of the Tough Tile complete in all respects as per the instruction of the Client.
SECTION: Tough Tile
UNIT: sft",Providing and Fixing of the Tough Tile complete in all respects as per the instruction of the Client.,Tough Tile | Providing and Fixing of the Tough Tile complete in all respects as per the instruction of the Client.,Tough Tile,special_works,110.0,sft,1350.0,BOQ - 05 .xlsx,Interior BOQ,Rs. 110 per sft,39.25
666850141a9a0c5e85eb10d4b7b98ccb,"WORK: special_works
ITEM: Providing and Fixing of the Emergency Door and Fixed Grill at Top Side complete in all respects as per the instruction of the Client.
SECTION: Emergency Doors & Fixed Grill at Top
UNIT: ls",Providing and Fixing of the Emergency Door and Fixed Grill at Top Side complete in all respects as per the instruction of the Client.,Emergency Doors & Fixed Grill at Top | Providing and Fixing of the Emergency Door and Fixed Grill at Top Side complete in all respects as per the instruction of the Client.,Emergency Doors & Fixed Grill at Top,special_works,75000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 75,000 per ls",53.5
dce3fe3b793d1c02312ee5cd22eeb3c9,"WORK: special_works
ITEM: Providing and Fixing of the Water Grating complete in all respects as per the instruction of the Client.
SECTION: Water Grating
UNIT: ls",Providing and Fixing of the Water Grating complete in all respects as per the instruction of the Client.,Water Grating | Providing and Fixing of the Water Grating complete in all respects as per the instruction of the Client.,Water Grating,special_works,35000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 35,000 per ls",40.5
95cee7639945120a0737cfd390a9a555,"WORK: special_works
ITEM: Lift with Capacity of 630 Kgs
SPEC: Providing and Fixing of the Lift complete in all respects as per the instruction of the Client
SECTION: Lift
UNIT: ls",Lift with Capacity of 630 Kgs,Lift — Providing and Fixing of the Lift complete in all respects as per the instruction of the Client | Lift with Capacity of 630 Kgs,Lift,special_works,3300000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 3,300,000 per ls",44.75
9eb49f7b9070571825302465e0f46063,"WORK: special_works
ITEM: Lift with Capacity of 1000 Kgs
SPEC: Providing and Fixing of the Lift complete in all respects as per the instruction of the Client
SECTION: Lift
UNIT: ls",Lift with Capacity of 1000 Kgs,Lift — Providing and Fixing of the Lift complete in all respects as per the instruction of the Client | Lift with Capacity of 1000 Kgs,Lift,special_works,3450000.0,ls,1.0,BOQ - 05 .xlsx,Interior BOQ,"Rs. 3,450,000 per ls",45.0
1770b3ea497bee55df051bc5162b2ac6,"WORK: special_works
ITEM: UPVC Pipes
SPEC: Laying of the UPVC Pipes for Washrooms for Sewer complete in all respects as per the instruction of the Client.
SECTION: UPVC PIPES
UNIT: ls",UPVC Pipes,UPVC PIPES — Laying of the UPVC Pipes for Washrooms for Sewer complete in all respects as per the instruction of the Client. | UPVC Pipes,UPVC PIPES,special_works,650000.0,ls,1.0,BOQ - 05 .xlsx,Plumbing BOQ,"Rs. 650,000 per ls",45.75
0238fc2e9f2cd964ccd344c0b7097ca2,"WORK: special_works
ITEM: Labor for Laying UPVC Pipe
SPEC: Laying of the UPVC Pipes for Washrooms for Sewer complete in all respects as per the instruction of the Client.
SECTION: UPVC PIPES
UNIT: ls",Labor for Laying UPVC Pipe,UPVC PIPES — Laying of the UPVC Pipes for Washrooms for Sewer complete in all respects as per the instruction of the Client. | Labor for Laying UPVC Pipe,UPVC PIPES,special_works,200000.0,ls,1.0,BOQ - 05 .xlsx,Plumbing BOQ,"Rs. 200,000 per ls",49.75
4114ee68aa4f1c640a5ba53c3feb9fab,"WORK: special_works
ITEM: Core Cutting
SPEC: Doing of the Core Cuts complete in all respects as per the instruction of the Client.
SECTION: Core Cutting
UNIT: ls",Core Cutting,Doing of the Core Cuts complete in all respects as per the instruction of the Client. | Core Cutting,Core Cutting,special_works,100000.0,ls,1.0,BOQ - 05 .xlsx,Plumbing BOQ,"Rs. 100,000 per ls",40.25
7ac42ff2a476edc01f5e79893645c677,"WORK: special_works
ITEM: Bathrooms
SPEC: Providing and Fixing of the Bathroom Fixtures complete in all respects as per the instruction of the Client.
SECTION: Bathroom Fixtures
UNIT: nos",Bathrooms,Bathroom Fixtures — Providing and Fixing of the Bathroom Fixtures complete in all respects as per the instruction of the Client. | Bathrooms,Bathroom Fixtures,special_works,30000.0,nos,12.0,BOQ - 05 .xlsx,Plumbing BOQ,"Rs. 30,000 per nos",46.75
10c202d1d88d855632fa6167a2dcc601,"WORK: special_works
ITEM: Providing and Fixing of the Pump complete in all respects as per the instruction of the Client.
SECTION: Basement Pump
UNIT: ls",Providing and Fixing of the Pump complete in all respects as per the instruction of the Client.,Basement Pump | Providing and Fixing of the Pump complete in all respects as per the instruction of the Client.,Basement Pump,special_works,45000.0,ls,1.0,BOQ - 05 .xlsx,Plumbing BOQ,"Rs. 45,000 per ls",38.25
a3ddb51c76144b2f0943b1789c19da07,"WORK: special_works
ITEM: DB Covers
SPEC: Providing and Fixing of the Distribution Boards complete in all respects as per the instruction of the Client.
SECTION: Distribution Boards
UNIT: nos",DB Covers,Distribution Boards — Providing and Fixing of the Distribution Boards complete in all respects as per the instruction of the Client. | DB Covers,Distribution Boards,special_works,11000.0,nos,8.0,BOQ - 05 .xlsx,Electric BOQ,"Rs. 11,000 per nos",47.75
b44e0a1ef3eacee45a304c1195f5a325,"WORK: special_works
ITEM: Breakers
SPEC: Providing and Fixing of the Distribution Boards complete in all respects as per the instruction of the Client.
SECTION: Distribution Boards
UNIT: ls",Breakers,Distribution Boards — Providing and Fixing of the Distribution Boards complete in all respects as per the instruction of the Client. | Breakers,Distribution Boards,special_works,120000.0,ls,1.0,BOQ - 05 .xlsx,Electric BOQ,"Rs. 120,000 per ls",47.25
5255a65d14a25922085539dad632a441,"WORK: special_works
ITEM: Electric Cables & Main Cables Material
SPEC: Providing of the Electric Wire complete in all respects as per the instruction of the Client.
SECTION: Electric Wiring
UNIT: ls",Electric Cables & Main Cables Material,Electric Wiring — Providing of the Electric Wire complete in all respects as per the instruction of the Client. | Electric Cables & Main Cables Material,Electric Wiring,special_works,2000000.0,ls,1.0,BOQ - 05 .xlsx,Electric BOQ,"Rs. 2,000,000 per ls",49.5
551447e7d4f604087366e9107a3f1722,"WORK: special_works
ITEM: Lights and Switch Plates Material
SPEC: Providing of the Switch Plates and Lights complete in all respects as per the instruction of the Client.
SECTION: Lights and Switch Plates
UNIT: ls",Lights and Switch Plates Material,Lights and Switch Plates — Providing of the Switch Plates and Lights complete in all respects as per the instruction of the Client. | Lights and Switch Plates Material,Lights and Switch Plates,special_works,200000.0,ls,1.0,BOQ - 05 .xlsx,Electric BOQ,"Rs. 200,000 per ls",53.25
c8d9741b0f9c98e297c099c011289da7,"WORK: special_works
ITEM: Labor for Electric Work
SPEC: Pulling of the Wires, Fixing of the Switch Plates, Lights and Termination of the D.B complete in all respects as per the instruction of the Client.
SECTION: Labor
UNIT: ls",Labor for Electric Work,"Labor — Pulling of the Wires, Fixing of the Switch Plates, Lights and Termination of the D.B complete in all respects as per the instruction of the Client. | Labor for Electric Work",Labor,special_works,100000.0,ls,1.0,BOQ - 05 .xlsx,Electric BOQ,"Rs. 100,000 per ls",56.75
34966482f64269c71d41b227820e06da,"WORK: special_works
ITEM: Fire Alarm Works
SPEC: Provding and Fixing of the Fire Alarm System complete in all respects as per the instruction of the Client.
SECTION: Fire Alarm
UNIT: ls",Fire Alarm Works,Fire Alarm — Provding and Fixing of the Fire Alarm System complete in all respects as per the instruction of the Client. | Fire Alarm Works,Fire Alarm,special_works,350000.0,ls,1.0,BOQ - 05 .xlsx,Electric BOQ,"Rs. 350,000 per ls",46.25
b577ce9cdbeb177cc5e27c6dbb0ccc6e,"WORK: special_works
ITEM: CCTV Cameras (Only 4 Cameras)
SPEC: Providing and Fixing of the CCTV Cameras complete in all respects as per the instruction of the Client.
SECTION: CCTV Cameras (Only 4 Cameras)
UNIT: ls",CCTV Cameras (Only 4 Cameras),Providing and Fixing of the CCTV Cameras complete in all respects as per the instruction of the Client. | CCTV Cameras (Only 4 Cameras),CCTV Cameras (Only 4 Cameras),special_works,50000.0,ls,1.0,BOQ - 05 .xlsx,Electric BOQ,"Rs. 50,000 per ls",53.25
912d10449d6f98fe0a82bfdb9e364e0d,"WORK: special_works
ITEM: Cement
SECTION: Raised Platform in Pantry
UNIT: bags",Cement,Raised Platform in Pantry | Cement,Raised Platform in Pantry,special_works,65.04960000000001,bags,0.6504960000000001,BOQ - 05 .xlsx,Rate Analysis (F),Rs. 65 per bags,19.5
786af5690742f3cfe1e48383aa53452f,"WORK: special_works
ITEM: Sand
SECTION: Raised Platform in Pantry
UNIT: cft",Sand,Raised Platform in Pantry | Sand,Raised Platform in Pantry,special_works,10.672199999999998,cft,2.4393599999999998,BOQ - 05 .xlsx,Rate Analysis (F),Rs. 11 per cft,18.75
53f1e1131a7f65172f438e10410d4e58,"WORK: special_works
ITEM: Crush
SECTION: Raised Platform in Pantry
UNIT: cft",Crush,Raised Platform in Pantry | Crush,Raised Platform in Pantry,special_works,48.7872,cft,4.8787199999999995,BOQ - 05 .xlsx,Rate Analysis (F),Rs. 49 per cft,19.0
3ea0755db99500546b5f88db1db7fb60,"WORK: special_works
ITEM: Labor for Concrete Pouring
SECTION: Raised Platform in Pantry
UNIT: sft",Labor for Concrete Pouring,Raised Platform in Pantry | Labor for Concrete Pouring,Raised Platform in Pantry,special_works,50.0,sft,16.0,BOQ - 05 .xlsx,Rate Analysis (F),Rs. 50 per sft,24.25
5726ffe9b0d1ca9eaf4892519fdeba45,"WORK: special_works
ITEM: Material Per Unit
SECTION: Raised Platform in Pantry
UNIT: nan",Material Per Unit,Raised Platform in Pantry | Material Per Unit,Raised Platform in Pantry,special_works,129.509,,,BOQ - 05 .xlsx,Rate Analysis (F),Rs. 130 per nan,22.0
613c42fbcf5be45f4e663047f4c19996,"WORK: special_works
ITEM: Labor Per Unit
SECTION: Raised Platform in Pantry
UNIT: nan",Labor Per Unit,Raised Platform in Pantry | Labor Per Unit,Raised Platform in Pantry,special_works,64.95,,,BOQ - 05 .xlsx,Rate Analysis (F),Rs. 65 per nan,21.25
1044298a7cea91fc372a20d9701830e5,"WORK: special_works
ITEM: Composite Per Unit
SECTION: Raised Platform in Pantry
UNIT: nan",Composite Per Unit,Raised Platform in Pantry | Composite Per Unit,Raised Platform in Pantry,special_works,194.459,,,BOQ - 05 .xlsx,Rate Analysis (F),Rs. 194 per nan,22.25
89a38b3266b40d49dd0dd747432ecc34,"WORK: special_works
ITEM: Rate With Margin
SECTION: Raised Platform in Pantry
UNIT: nan",Rate With Margin,Raised Platform in Pantry | Rate With Margin,Raised Platform in Pantry,special_works,249.0,,,BOQ - 05 .xlsx,Rate Analysis (F),Rs. 249 per nan,21.75
20b2fd2377f81194641ad7d24b9b9b06,"WORK: special_works
ITEM: Cement
SECTION: Raised Floor in Toilet
UNIT: bags",Cement,Raised Floor in Toilet | Cement,Raised Floor in Toilet,special_works,30.47265700483092,bags,0.49280000000000007,BOQ - 05 .xlsx,Rate Analysis (F),Rs. 30 per bags,18.75
